affected_unit_ids,correction_type,evidence,id,prior_upstream_report_disposition,rationale,recorded_at,responsible_workflow,schema_name,schema_version,source_defect,status,supersedes_id,target_action,upstream_report_disposition
"[""unit.r017.book1.ch03.solutions-manual""]",mathematics,Independent replay of the displayed linear system and objective.,correction.r017.ch03-diet-exact-value,hold_until_corpus_complete,Exact and rounded values are no longer conflated.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,The source manual describes the displayed diet cost as exactly USD 3.1677 even though the solution is not exact at four decimals.,applied_in_target,,"Give the exact rational 2407651/760055 and decimal approximation 3.1677326, while retaining 3.17 as the worksheet display value.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch03.text""]",build_localization,"References to ex:production-10period, ex:min-cost-flow-warehouses, and sec:transportation-problem in Chapter 3.",correction.r017.ch03-forward-reference-build,,The admitted partial reader remains truthful and free of unresolved references without importing untranslated material.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,A bounded through-Chapter-3 build cannot resolve three semantic references whose targets first appear in untranslated Chapter 4.,applied_in_target,,Use controller-defined semantic reference macros for the bounded reader while preserving the original labels in the eventual complete-book build.,not_upstream; bounded_build
"[""unit.r017.book1"",""unit.r017.book1.ch03.text"",""unit.r017.book1.ch03.solutions-manual""]",localization_layout,"Final source plus physical pages 86--88, 101--102, and 105 of the hash-bound cumulative reader.",correction.r017.ch03-generated-language-reflow,,"The 105-page Indonesian reader should be linguistically complete and readable without changing any equation, model, or solution relationship.",2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The initial localized build retained English mathematical qualifiers and bibliography labels, rendered URL access dates in month/day/year order, joined the generated phrase 'dengan syarat' directly to the first variable, and stranded the final lines of two solutions on near-empty pages.",applied_in_target,,"Localize the qualifiers and biblatex strings, render compact access dates in Indonesian day/month/year order through the biblatex language-extras hook, give the subject-to macro explicit math spacing, and add bounded Needspace guards before the two final Exercise 3.9 solutions.",not_upstream; locale_specific_localization_and_reflow
"[""unit.r017.book1.ch03.text""]",accessibility,Eight descriptions in four Chapter 3 form-XObject streams; Tagged=no remains explicit.,correction.r017.ch03-image-actualtext,,ActualText exposes image meaning to extraction and assistive tooling without falsely claiming a PDF/UA structure tree.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The untagged cumulative PDF initially carried the eight detailed screenshot descriptions only in LaTeX source, with no machine-readable image description in the PDF content.",applied_in_target,,Wrap localized alt-image calls with accsupp ActualText marked content while retaining the exact JPEG bytes and captions.,not_upstream; localized_pdf_accessibility
"[""unit.r017.book1.ch03.text""]",software_instruction,"Pinned Chapter 3 source, Solver method semantics, and translated tutorial.",correction.r017.ch03-integer-solver-method,hold_until_corpus_complete,Solver method selection now matches model structure and the book's own integer-programming explanation.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,The source assigns integer-constrained linear models to the Evolutionary method.,applied_in_target,,Use Simplex LP for linear models with int/bin constraints and explain Solver's branch-and-bound handling; reserve Evolutionary for nonsmooth or discontinuous models.,not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch03.interactive""]",mathematics,Independent enumeration of every binary selection in the interactive data.,correction.r017.ch03-interactive-knapsack,hold_until_corpus_complete,Exhaustive enumeration verifies this feasible optimum.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,The interactive knapsack panel reports an incorrect selected set and objective.,applied_in_target,,"Use items 1, 2, 5, and 6, binary vector (1,1,0,0,1,1), total weight 50, and total value 240.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch03.interactive""]",mathematics,"Multi-start replay gives a=5.042918318, b=0.421541759, c=0.064088222, SSE=0.002146810472, RMSE=0.020721054.",correction.r017.ch03-interactive-nlp-sheet,hold_until_corpus_complete,"The worksheet formulas, Solver target, and verified least-squares solution now agree.",2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,The nonlinear least-squares interactive shifts prediction and residual formulas to the wrong rows or columns and therefore reports inconsistent fit statistics.,applied_in_target,,"Use B7:B11 in predictions, (C-D)^2 in E7:E11, SUM(E7:E11) in E12, and target E12; display the independently verified parameters and SSE/RMSE.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch03.solutions-manual""]",mathematics,Independent LP sensitivity replay of Exercise 3.6.,correction.r017.ch03-shadow-price-range,hold_until_corpus_complete,A sensitivity coefficient is valid only within its allowable interval.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,The source applies the USD 5 finishing shadow price without stating its allowable right-hand-side range.,applied_in_target,,Qualify the USD 5 marginal value to the first 20 additional finishing hours and require re-solving beyond that range.,not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch03.text""]",mathematics_units,Chapter 3 Exercise 3.9 and its selected/manual solutions.,correction.r017.ch03-short-sale-units,hold_until_corpus_complete,The numerical decision and financial amount must use the same declared scale.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,The selected solution states that x_A=-40 is a USD 40 short position even though the exercise defines every amount in thousands of dollars.,applied_in_target,,"Render the position as USD 40,000, agreeing with x_A=-40, the exercise unit, and the complete manual.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch03.text""]",software_instruction,Pinned Chapter 3 source and Excel formula semantics.,correction.r017.ch03-solver-constraint-formula,hold_until_corpus_complete,The spreadsheet now exposes a numeric constraint expression and uses Solver for the relation.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The source presents =SUMPRODUCT(...) <= Capacity as a worksheet formula, which evaluates to a Boolean instead of furnishing the numeric left-hand side required by Solver.",applied_in_target,,"Put only =SUMPRODUCT(Production,Coefficients) in the worksheet cell and add the <= relation against the Capacity cell in the Solver dialog.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch03.solutions-manual""]",mathematics,Derivative domain of the square-root function.,correction.r017.ch03-sqrt-domain,hold_until_corpus_complete,The example is differentiable on the stated domain while remaining nonlinear.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The source gives sqrt(x_1)+sqrt(x_2) as a differentiable GRG example on the default nonnegative domain, including the nondifferentiable boundary at zero.",applied_in_target,,"Add explicit positive lower bounds x_1,x_2 >= epsilon > 0.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch03.text"",""unit.r017.book1.ch03.solutions-manual""]",mathematics,"Exercise 3.5 data table, selected solution, and manual solution.",correction.r017.ch03-transport-capacity-wording,hold_until_corpus_complete,The prose now matches the actual constraint set.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,The transportation solution narrative implies route capacities although the displayed exercise model specifies only warehouse supply and store demand.,applied_in_target,,"Explain the optimal shipment pattern using route costs, supply, and demand, and state explicitly that this model has no per-route capacities.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch04.text-b"",""unit.r017.book1.ch04.interactive""]",mathematics,"Independent maximum-flow replay, localized TikZ topology, interactive example, and Chapter 4 workbook receipt.",correction.r017.ch04-airline-maxflow-topology,hold_until_corpus_complete,The reader must be internally coherent without silently rewriting frozen operational witnesses.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The airline worked example's prose and topology intend an arc d->t of capacity 7 and maximum flow 12, but the source set, workbook, and notebooks encode d->e and yield 9.",applied_in_target_with_witness_divergence,,"Make the localized chapter and interactive use d->t, capacity 7, and maximum flow 12 while retaining the workbook/notebook divergence as an explicit authority witness.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch04.text-a""]",source_data_consistency,"Chapter 4 workbook localization receipt, assignment-problem-excel-id-ID.xlsx, and O018 deterministic results.",correction.r017.ch04-assignment-workbook-divergence,hold_until_corpus_complete,Recomputing a historical Solver report during localization would erase provenance; silently treating 129 as the selected assignment's cost would be false.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The assignment workbook's retained Solver Answer Report gives final objective 129, while its selected cells assign Person 1->Task 2, Person 2->Task 3, and Person 3->Task 1, whose costs 38+33+27 and SUMPRODUCT cell both equal 98.",recorded_authority_divergence,,"Preserve both historical workbook witnesses, disclose the divergence, and use 98 only for the explicitly selected assignment in O018.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch04.text-b"",""unit.r017.book1.ch04.interactive""]",mathematics,Chapter 4 network-flow displays and localized interactive sign-convention panel.,correction.r017.ch04-balance-sign-conventions,hold_until_corpus_complete,The conventions are both valid but must never be mixed inside one model.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The chapter uses both positive-supply with out-minus-in=d and positive-demand with in-minus-out=d without an explicit comparison, which can make equivalent balance equations appear contradictory.",applied_in_target,,Preserve both formulations and add a direct comparison that names each sign convention.,not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch04.text-a"",""unit.r017.book1.ch04.text-b""]",accessibility,Localized caption text compared node-for-node and arc-for-arc with each TikZ source.,correction.r017.ch04-caption-completion,hold_until_corpus_complete,"A caption must convey the whole instructional figure, including for nonvisual reading.",2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,Five source figure captions are truncated and do not describe the complete drawn topology.,applied_in_target,,"Complete the five captions from the exact TikZ nodes, arcs, directions, labels, and roles without altering the diagrams.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch04.text-b"",""unit.r017.book1.ch04.solutions-manual""]",mathematics,Direct capacity and conservation replay of Exercise 4.5.,correction.r017.ch04-ex05-flow-roles,hold_until_corpus_complete,Requiring every warehouse to ship its full inventory makes the stated network infeasible.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"Exercise 4.5 ambiguously describes where inventory may remain, encouraging equality constraints at warehouses although conservation belongs at distribution centers and warehouse shipment is bounded above by inventory.",applied_in_target,,Use conservation equalities at distribution centers and inventory upper bounds at warehouses in both selected and manual solutions.,not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch04.text-b"",""unit.r017.book1.ch04.solutions-manual""]",mathematics,Independent scipy/LP replay and exact 67-cost flow recorded in the localized manual.,correction.r017.ch04-ex07-capacity,hold_until_corpus_complete,Capacity 4 is the minimal topology-consistent repair that makes the displayed data feasible and realizes the intended check value.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"Exercise 4.7 gives arc (v2,v1) capacity 1, making the instance infeasible because v1 demands 6 but can receive at most 2+1=3; the intended check value cannot then be attained.",applied_in_target,,"Set that single capacity to 4, explain the net-demand convention, and add the independently verified minimum cost 67 in the exercise and manual.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch04.text-a"",""unit.r017.book1.ch04.text-b"",""unit.r017.book1.ch04.solutions-manual""]",mathematics,"Worked assignment table, Exercise 4.14, selected solution, and manual solution.",correction.r017.ch04-fairness-conventions,hold_until_corpus_complete,Fairness direction depends on whether larger or smaller scores are preferred.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The worked rank table uses lower-is-better scores and therefore a min--max objective, while Exercise 4.14 asks for a max--min objective with the opposite inequality direction; the source presentation risks conflating the two conventions.",applied_in_target,,Name both conventions explicitly and preserve the correct inequality direction for each.,not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch04.text-a""]",mathematics,Chapter 4 fairness derivation and independent index replay.,correction.r017.ch04-fairness-minmax-indices,hold_until_corpus_complete,The index topology must match the displayed agent-by-project table and the stated fairness criterion.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The min--max assignment-fairness model sums scores over agents for each project, reversing the project and agent indices required by the stated worst-agent objective.",applied_in_target,,Sum project scores for each agent and minimize the maximum resulting agent score.,not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch04.text-a""]",mathematics,Direct substitution into the displayed assignment constraints.,correction.r017.ch04-fractional-assignment,hold_until_corpus_complete,Both variable indices must keep the first index fixed at Team 1.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The fractional Team 1 illustration identifies x_11=x_21=0.5, which assigns two agents to one project rather than splitting Team 1 across the two projects.",applied_in_target,,Use x_11=x_12=0.5 for Team 1.,not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch04.interactive""]",interactive_code,Target JSX SHA-256 110af1e063e78a0cb26b8abd3f9df2e3201ad8b361756a38314f33d9de6a3c4b and final independent JSX audit.,correction.r017.ch04-interactive-semantics,hold_until_corpus_complete,Executable examples and explanatory prose must agree with the chapter's mathematics and library return semantics.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The coupled network-flow JSX contains incorrect maximum-flow, minimum-cut, and minimum-cost values; undefined ARCS snippets; a balance-sign mismatch; overbroad integrality and single-commodity claims; and a Floyd--Warshall tuple whose variable names invert predecessor and distance semantics.",applied_in_target,,Localize the interactive; correct all values and snippets; state qualified integrality and commodity claims; distinguish balance conventions; and bind predecessors before distances in the Floyd--Warshall example.,not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch04.text-b"",""unit.o018.lab.ch04.investment-multi-period""]",model_completeness,"Pinned example, localized qaflag, and O018 Chapter 4 results/receipt.",correction.r017.ch04-investment-model-unresolved,hold_until_corpus_complete,Changing domains or inventing cash-flow semantics would silently create a different model.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The multi-period investment example asks for an LP while declaring binary choices, omits an idle-cash state, and retains an upstream TODO, leaving its intended inter-period semantics underdetermined.",recorded_unresolved,,Preserve and disclose the unresolved design; mark the O018 case design_unresolved and do not fabricate an optimum or replacement data.,not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch04.text-b""]",mathematics,Direct flow-balance feasibility replay against the labeled TikZ graph.,correction.r017.ch04-mincost-db-arc,hold_until_corpus_complete,The corrected direction restores the intended feasible network without changing any other datum.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The minimum-cost-flow data list arc (b,d), while the drawing and node balances require (d,b); using (b,d) makes the displayed instance infeasible.",applied_in_target,,"Use the directed arc d->b consistently in the text, formulation, and topology.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch04.text-b"",""unit.r017.book1.ch04.interactive""]",mathematics,Direct two-commodity balance and cost replay.,correction.r017.ch04-multicommodity-topology-solution,hold_until_corpus_complete,Every displayed commodity balance and shared capacity must be feasible.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The multicommodity figures reverse arc 1->3 and show infeasible flow [5,5], while the stated capacities and demands admit the cheaper feasible routing of total cost 45.",applied_in_target,,"Orient 1->3 correctly and show 1->2 [10,0], 1->3 [0,5], 2->4 [10,0], and 3->4 [0,5], with cost 45.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch04.text-a"",""unit.o018.lab.ch04.production-overtime""]",model_completeness,Displayed objective and balances plus O018 Chapter 4 results/receipt.,correction.r017.ch04-overtime-missing-capacity,hold_until_corpus_complete,An open-solver adaptation cannot recover absent business parameters honestly.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The overtime-production extension omits regular and overtime capacity constraints, so the more expensive overtime variable is never used and no intended numerical optimum is determined.",recorded_unresolved,,State the omission explicitly; preserve the source model but mark the O018 case parameter_required instead of inventing capacity data.,not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch05.text""]",source_consistency,Pinned Chapter 5 example exa:FurnitureWorkshopAltOpt compared with ex:FurnitureWorkshop and the localized target.,correction.r017.ch05-alternate-objective-bound,hold_until_corpus_complete,The prose must disclose the one changed constraint that makes the displayed vertices and edge possible.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,The alternate-objective Furniture Workshop example says the constraints remain unchanged while changing the chair-demand bound from 32 to 35.,applied_in_target,,"State explicitly that the chair-demand bound is raised from 32 to 35, while preserving every displayed coefficient and the intended optimal edge.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch05.text""]",translation_terminology,"segment.r017.book1.ch05.text.block-020; qa/terminology-evidence/INDONESIAN-FIELD-TERMINOLOGY-QA.md at SHA-256 ca650f605b757a9ca3f0265555ee0bb0914f9def90012115658395f33e793a7b; field fallback Desi Analisa Nababan, UNY, 2015.",correction.r017.ch05-basic-feasible-solution-word-order,,The corrected term preserves the mathematical head 'basis' and matches the edition's Chapter 7--9 simplex terminology without imposing an unsupported corpus-wide spelling rewrite.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"One localized Chapter 5 sentence used the malformed word order 'solusi layak dasar', inconsistent with the edition's approved translation of basic feasible solution.",applied_in_target,,Replace that single occurrence with 'solusi basis layak' and retain the field-attested historical phrase only as a retrieval variant in the glossary.,not_upstream; derivative_translation_correction
"[""unit.r017.book1.ch05.text"",""unit.r017.book1.ch05.solutions-manual"",""unit.o018.lab.ch05.ex10""]",mathematics,"Pinned exercise statement, manual qaflag, localized selected solution, and independently solved O018 case.",correction.r017.ch05-diet-rhs,hold_until_corpus_complete,The formulation must match the exercise table and stated daily requirements.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,The selected Diet solution had the two nutrient right-hand sides swapped relative to the exercise data: nutrient M requires 0.40 mg and nutrient N requires 0.30 mg.,applied_in_target,,Use >=0.40 for the M row and >=0.30 for the N row in both displayed formulations and the open-solver case.,not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch05.text"",""unit.r017.book1.ch05.solutions-manual"",""unit.o018.lab.ch05.ex09""]",exercise_semantics,"Pinned Exercise 5.9, its manual qaflag, and O018 deterministic classification.",correction.r017.ch05-ex09-title-objective,hold_until_corpus_complete,Retitling removes a false answer cue without changing the mathematical task.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"Exercise 5.9 is titled as a bounded solution on an unbounded region, but max(-2x_1+x_2) is unbounded along the feasible ray (0,2+t).",applied_in_target,,"Keep the objective and constraints unchanged, use the neutral title 'Berhingga atau Tak Berbatas?', and prove unboundedness explicitly.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch05.solutions-manual"",""unit.o018.lab.ch05.ex16""]",mathematics,"Pinned manual qaflag, direct substitution, and O018 ray verification.",correction.r017.ch05-ex16-ray,hold_until_corpus_complete,The claimed unbounded ray must remain feasible.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"Exercise 5.16(c) used direction (1,2) from (0,6), but that ray violates -x+2y<=12 for every positive parameter value.",applied_in_target,,"Use direction (2,1), so (2t,6+t) preserves -x+2y=12 and makes z=12+6t diverge.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch05.text""]",mathematics,Pinned and localized solution to exa:FurnitureWorkshopAltOpt; direct dot-product and level-set geometry.,correction.r017.ch05-gradient-normal,hold_until_corpus_complete,"A linear objective gradient is normal to its level sets, not parallel to them.",2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The alternate-optimum solution calls gradient (2,1) parallel to the constraint line 2x_1+x_2=80; it is normal to that line, while the objective level curves are parallel to it.",applied_in_target,,Describe the gradient as perpendicular to the constraint line and the objective level curves as parallel to it.,not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch05.text""]",localization_layout,"Rendered physical pages 138, 142, 145--147, and 156 of the final Chapter 5 cumulative reader.",correction.r017.ch05-id-reflow-figures,,The localized reader must fill the page legibly without changing the underlying diagrams or mathematics.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,Indonesian expansion made several dense TikZ labels collide or extend outside their plot frames and could orphan exercise-group headings or split the recession-direction figure sequence.,applied_in_target,,"Reposition labels, clip only plotted constraint lines, complete localized captions, and add bounded Needspace guards while preserving equations, vertices, labels, captions' mathematical claims, and instructional order.",not_upstream; locale_specific_reflow
"[""unit.r017.book1.ch05""]",localized_pdf_navigation,Final PDF catalog/outline inspection and zero mutool bad-or-missing-last-pointer diagnostics.,correction.r017.ch05-pdf-navigation,,Reader navigation must be structurally valid as well as visually correct.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,The bounded localized controller initially produced duplicate exercise outline furniture and a malformed final outline /Last pointer after Chapter 5 admission.,applied_in_target,,"Remove the duplicate localized outline insertion and rebuild until the outline tree, named destinations, and final /Last pointer validate.",not_upstream; bounded_localized_build
"[""unit.r017.book1.ch05.text"",""unit.r017.book1.ch05.solutions-manual""]",mathematics,"Pinned selected solution lines 1088--1109, localized correction, and direct substitution.",correction.r017.ch05-selected-solution-envelope,hold_until_corpus_complete,Both lower bounds on z apply simultaneously.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The selected solution for Exercise 5.7 writes the minimum of two affine lower bounds, whereas minimizing z subject to both inequalities requires minimizing their pointwise maximum.",applied_in_target,,"Write min_y max{2+y/2, 1-2y}; retain the intersection y=-2/5 and optimum 9/5, and verify it with the nonnegative multiplier certificate.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch05.text""]",mathematics,Direct substitution into the pinned unbounded-region model.,correction.r017.ch05-unbounded-ray-domain,hold_until_corpus_complete,Every point in a feasibility witness must satisfy all displayed constraints.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The unboundedness witness claims (n,0) is feasible for every positive integer n, although x_1+3x_2>=6 requires n>=6.",applied_in_target,,"Use every integer n>=6 and the corresponding objective sequence 30,35,40,... as the unbounded ray witness.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch06.text""]",accessibility,Pinned formalize-LP.tex line 685 and the localized figure caption at the same source position.,correction.r017.ch06-incomplete-caption,hold_until_corpus_complete,A visible and nonvisual caption must describe the complete instructional figure rather than preserve an unfinished placeholder.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,The final Chapter 6 TikZ figure caption ends with the unfinished fragment 'basic...'.,applied_in_target,,"Complete the Indonesian caption by identifying the feasible region, the three zero-slack lines, and the marked basic solutions, without changing the TikZ geometry or mathematical labels.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch07.text""]",layout_reflow,Pinned TikZ block near authority lines 1903--1911; final target physical page 202 and exact-byte visual audit.,correction.r017.ch07-big-m-graph-label-collisions,hold_until_corpus_complete,The mathematical graph remains complete while labels become readable without overlap.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,Inline constraint and vertex labels in the Big-M feasible-region TikZ graph collide with axis ticks and extend below the plotting area at normal reader size.,applied_in_target,,"Move constraint and vertex labels into an adjacent in-flow legend, reduce redundant tick labels, and retain every boundary, vertex, infeasible wedge, and origin marker.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch07.text""]",layout_reflow,Pinned overlay block near authority lines 1359--1379; final target physical page 194 and exact-byte visual audit.,correction.r017.ch07-final-dictionary-overlay,hold_until_corpus_complete,All annotations remain readable and structurally associated with the displayed dictionary at normal page width.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"Overlay arrows and callout labels in the final-dictionary remark escape the remark box and collide with prose, the border, and the following subsection in the rendered reader.",applied_in_target,,"Replace the overlay with an in-flow three-row legend that preserves the objective, basis, and nonbasis annotations.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch07.text""]",incomplete_caption,Pinned simplex-basis-driven.tex authority line 1751; localized target line 1764; final page audit.,correction.r017.ch07-incomplete-pivot-caption,hold_until_corpus_complete,"A publication caption must be a complete, informative sentence and identify the endpoint already shown in the figure.",2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,The pinned Figure 7.5 caption ends with the unfinished phrase 'the simplex path leads to...'.,applied_in_target,,"Complete the caption by stating that the shown pivot paths lead to the optimal point (4,5), without changing the graph or mathematical content.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch08.text""]",mathematics_prose,Pinned simplex-matrix-version.tex near authority line 1084 and independent basis/reduced-cost replay.,correction.r017.ch08-nonoptimal-basis,hold_until_corpus_complete,The prose conclusion must match the displayed certificate.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The follow-up prose calls the basic solution (6,5) 'not necessarily optimal' even though its computed positive reduced cost supplies a strict improving move and proves it nonoptimal.",applied_in_target,,"State that (6,5) is not optimal, without changing any point, matrix, reduced cost, or objective value.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch08.text""]",exercise_semantics,Pinned simplex-matrix-version.tex near authority line 855 and independent reduced-cost replay.,correction.r017.ch08-two-candidate-optimality,hold_until_corpus_complete,The prompt must not assert the false conclusion it asks the student to determine.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The matrix-simplex exercise prose says the reader will verify that both candidate basic solutions (6,5) and (0,8) are optimal, although the exercise's purpose and reduced-cost calculation distinguish their optimality.",applied_in_target,,"Ask whether each candidate is optimal while preserving both points, all matrices, and the requested calculation.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch13.text""]",source_figure_metadata,Pinned multi-objective source figure geometry compared with the localized figure labels and alternative text during the final high-resolution page audit.,correction.r017.ch13.pareto-curve-axis-semantics,,Accessible text and visible labels must describe the mathematical geometry actually plotted; reversing the axes changes the meaning of every displayed point.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The Pareto-curve source geometry places maximum risk cost on the horizontal axis and total cost on the vertical axis, but upstream metadata and the former image ActualText described those axes in the opposite order.",applied_in_target,,Localize the visible axis labels according to the plotted geometry and replace the Indonesian ActualText with the same correct horizontal/vertical semantics.,not_opened; no author contact during production
"[""unit.r017.book1.ch15.text""]",missing_build_asset,"Pinned 00_METADATA.bib entry, absence of the authority image path, localized chapter figure reference, and successful final build file-use witness.",correction.r017.ch15.knapsack-static-asset-closure,,The figure is required for deterministic Book 1 compilation and its third-party rights must remain narrower than the repository-level content license.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,The pinned authority carries the wiki-File-knapsack metadata and an active figure reference but omits the corresponding static image file from the frozen figure directory.,applied_in_target,,Admit wiki-File-knapsack.png as an explicitly inventoried target-only static asset and retain its upstream CC BY-SA 2.5 attribution metadata.,not_opened; no author contact during production
"[""unit.r017.book1.ch01""]",build,preamble/id-ID-source-corrections.bib and localized preamble0-biblatex.tex.,correction.r017.chapter1-citation-closure,hold_until_corpus_complete,The explicit additive file closes the first-unit bibliography without mutating or misrepresenting the pinned bibliography submodule.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,Four citation keys used by pinned Chapter 1 are absent from every pinned upstream bibliography file.,applied_in_target,,"Add a separately named derivative bibliography containing source-backed records for informs2026edelman, holland2017ups, smith1992yield, and kroon2009dutch, and register it in the localized biblatex preamble.",not_opened; user instructed no author contact; retained for local provenance only
