active_source_references,asset_type,authority_inventory_bytes,authority_inventory_sha256,authority_witness_target_presence,current_public_source_package_presence,distribution_disposition,edition_id,existing_backend_record,extras_installed,format_classification,frozen_bytes,frozen_path,frozen_sha256,id,localized_derivative_target_presence,machine_backend_evidence_artifact_id,name,o018_pyomo_highs,platform_classification,proprietary_runtime_required_for_r017_workflow,recorded_at,redistribution_status,replacement_asset_ids,resource_id,responsible_workflow,rights_component_id,runtime,runtime_closure_disposition,runtime_closure_evidence_artifact_id,runtime_dependencies,runtime_dependency_ids,schema_name,schema_version,source_bytes,source_content_sha256,source_linkage,source_path,status,supersedes_id,target_bytes,target_content_sha256,target_hash_guard,target_path,version,visualization_runtime_closure_role,wheel_artifact_id,witness_kind
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch15.plots-ex15-09-svg,,,,,,,2026-08-23T00:00:00+02:00,included,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,2988,904ae7b48bdab8367e7f87a176c9b3afa36437cfc9e0dbe161f30dcf5d03e219,pass,o018-open-solver-lab/ch15-integer-programming/plots/ex15-09.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch15.plots-ex15-16-svg,,,,,,,2026-08-23T00:00:00+02:00,included,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,5092,8fc9e96cf89a3a409e7c9aa7cd082ea3c8d68b49c22db2278f8ff4267c6faf26,pass,o018-open-solver-lab/ch15-integer-programming/plots/ex15-16.svg,,,,
,markdown_content,,,,,,,,,,,,,asset.o018.ch15.readme-md,,,,,,,2026-08-23T00:00:00+02:00,included,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,2288,6517bbd5f7fa32d514bf9c025e51b947306d6bb4ed9ff6b05a274af8ef8555fa,pass,o018-open-solver-lab/ch15-integer-programming/README.md,,,,
,deterministic_result_json,,,,,,,,,,,,,asset.o018.ch15.results-json,,,,,,,2026-08-23T00:00:00+02:00,included,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,23043,00617ba0cc79ea0f78c7dd1ac8efff8513660b0fa2764966a0b7882a45cbfeb3,pass,o018-open-solver-lab/ch15-integer-programming/results.json,,,,
,python_source,,,,,,,,,,,,,asset.o018.ch15.run-lab-py,,,,,,,2026-08-23T00:00:00+02:00,included,,,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,4508,142083cec2a988cc2d3b1130e8fb0516de7cef885ba56f0055e61ec9cd286077,pass,o018-open-solver-lab/ch15-integer-programming/run_lab.py,,,,
,python_source,,,,,,,,,,,,,asset.o018.ch15.test-models-py,,,,,,,2026-08-23T00:00:00+02:00,included,,,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,11215,d3564fa7862511e4f4011e757b6076f61d0f6fcb7e99e723873044b484f5c4ff,pass,o018-open-solver-lab/ch15-integer-programming/test_models.py,,,,
,lab_component,,,,,,,,,,,,,asset.o018.ch15.verification-log,,,,,,,2026-08-23T00:00:00+02:00,included,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,1728,897ebfb197e44a472a7c82501dcf6eb4581d67df43b7e7564a70eae355534a63,pass,o018-open-solver-lab/ch15-integer-programming/verification.log,,,,
,verification_receipt_json,,,,,,,,,,,,,asset.o018.ch15.verification-receipt-json,,,,,,,2026-08-23T00:00:00+02:00,included,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,6869,0ff668ab2a325f63ef0d1881e74ea29f4dc31ee31fb7437d42ce709dcfa07742,pass,o018-open-solver-lab/ch15-integer-programming/verification-receipt.json,,,,
,python_source,,,,,,,,,,,,,asset.o018.ch15.verify-receipt-py,,,,,,,2026-08-23T00:00:00+02:00,included,,,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,8580,4f41a801ff92c95bc2fc2a1d568aa802c41689e53a7b019d147035ee0fa76d6e,pass,o018-open-solver-lab/ch15-integer-programming/verify_receipt.py,,,,
,model_data_json,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.data,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,source_frozen,,1114,745ca09845d1baf2c56d0e18ae7598e3375fa984b259745ec1c47a6b20c5bcdf,pass,o018-open-solver-lab/ch01-shirt-ordering/data.json,,,,
,expected_results_json,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.expected-results,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,606,a24655025964174009ee4cd60249454d845d269d017b78bb5c299efadd7146d2,pass,o018-open-solver-lab/ch01-shirt-ordering/expected-results.json,,,,
,license_text,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.license-code,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,source_frozen,,1091,3af65c07da546f32647333f84eb682f040ed45cabfa14ce5e1650f6a67f00ceb,pass,o018-open-solver-lab/LICENSE-CODE.txt,,,,
,python_model,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.model,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,4028,30b0d1c2f5c46dae624bd88a0a3f12222abc6ce019865004b4b18a632fdf6d02,pass,o018-open-solver-lab/ch01-shirt-ordering/model.py,,,,
,markdown_primary_content,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.readme,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,source_frozen,,1442,3b52da00b4b2c7cfb05a2ca983f14e92b711d27725bcc2ab1beb74a7f0a18911,pass,o018-open-solver-lab/README.md,,,,
,dependency_lock,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.requirements-lock,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,source_frozen,,602,2172e05818e66089772851294c4143497616b17bbe449e1a38f5aeb7a54418a0,pass,o018-open-solver-lab/requirements.lock,,,,
,computed_results_json,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.results,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,775,072e0e4fea8dd76a931dae1d2190605be6b015db7d19765a84d775d77fc82dbf,pass,o018-open-solver-lab/ch01-shirt-ordering/results.json,,,,
,python_entrypoint,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.runner,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,1390,4a2777963828ee1b698f8f6ef199fd0eb5d24cb508c0e60c16b8ce25ffda5f9e,pass,o018-open-solver-lab/ch01-shirt-ordering/run_lab.py,,,,
,runtime_receipt_json,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.runtime-receipt,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,1952,627cc1a3cbeec61635f61adff047478616e8d1de59161d632acf15372467fe7d,pass,o018-open-solver-lab/runtime-receipt.json,,,,
,attribution,,,,,,,,,,,,,asset.o018.simplex.attribution,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,4021,768296e796ce9ed348226b9470cd551da6f57602e0eaf0364702d0662d3fcb73,pass,o018-open-solver-lab/ch07-ch09-simplex/ATTRIBUTION.md,,,,
,structured_model_data,,,,,,,,,,,,,asset.o018.simplex.data,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,16509,2c479ecc217985d901ee029a5e18f1e3d93527bde772b5290a14047a386f0224,pass,o018-open-solver-lab/ch07-ch09-simplex/data.json,,,,
,expected_result_contract,,,,,,,,,,,,,asset.o018.simplex.expected-results,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,9043,928da99205ec849ef3abd9ab9a8e041a711f02e8261bf31b856dbf663b283625,pass,o018-open-solver-lab/ch07-ch09-simplex/expected-results.json,,,,
,license_text,,,,,,,,,,,,,asset.o018.simplex.license-code,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,1325,0d0676d29717b661ea219a8100b02dabd4cdf631ae0dceedb2640e754822fbca,pass,o018-open-solver-lab/ch07-ch09-simplex/LICENSE-CODE.txt,,,,
,executable_model_source,,,,,,,,,,,,,asset.o018.simplex.model,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,49669,a20fbffe87b200f05532101c7276228f9f7c9d44c486027644dc532546a920ab,pass,o018-open-solver-lab/ch07-ch09-simplex/model.py,,,,
,deterministic_svg_renderer,,,,,,,,,,,,,asset.o018.simplex.plot-renderer,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,11050,27ab8f0d16a4c3495e8b7667684273f7fee57173364e60dbecaa03a4179aa5f2,pass,o018-open-solver-lab/ch07-ch09-simplex/plot_svg.py,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.simplex.plot.ex07-15,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,5221,78d59b12e48cb1ced8ad6e3898d3c340748f5e3ae81fb0d140e4cd258b21aefa,pass,o018-open-solver-lab/ch07-ch09-simplex/plots/ex07-15.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.simplex.plot.ex07-17,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,4315,30c6258a53f350fccdde72955f79e55319f59434ea2d1433c2bea68572d4a09b,pass,o018-open-solver-lab/ch07-ch09-simplex/plots/ex07-17.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.simplex.plot.ex09-12,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,5254,74f01264976f86ed7e7d7eadd52e2110f121b3b01585249ae424ee236feff731,pass,o018-open-solver-lab/ch07-ch09-simplex/plots/ex09-12.svg,,,,
,laboratory_guide,,,,,,,,,,,,,asset.o018.simplex.readme,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3027,dd7005e38dc8654870ef386ce3b0935070183b08abfdd130a8322cf34020bfa2,pass,o018-open-solver-lab/ch07-ch09-simplex/README.md,,,,
,deterministic_result_json,,,,,,,,,,,,,asset.o018.simplex.results,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,110132,0d33eda2ba7d99fde16519aed4920d7c6d478a2f2cb7d376a5e77f82968151e6,pass,o018-open-solver-lab/ch07-ch09-simplex/results.json,,,,
,deterministic_runner,,,,,,,,,,,,,asset.o018.simplex.runner,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3754,47afecce8881a04d06cb578a8b375781a649ac71be97403d2bc3d54cf2f7634e,pass,o018-open-solver-lab/ch07-ch09-simplex/run_lab.py,,,,
,automated_tests,,,,,,,,,,,,,asset.o018.simplex.tests,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,18667,d5bc10a854cc3ab027c0a1f116149fb77ccfab809aa2d83f9c687a2d63517dde,pass,o018-open-solver-lab/ch07-ch09-simplex/test_models.py,,,,
,verification_log,,,,,,,,,,,,,asset.o018.simplex.verification-log,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,1370,a9183efac44f864bf5b590c97b60be8b0cc19113c4dc40eadaeafdffe4cf1a41,pass,o018-open-solver-lab/ch07-ch09-simplex/verification.log,,,,
,verification_receipt_json,,,,,,,,,,,,,asset.o018.simplex.verification-receipt,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,9578,53abc5c654191ad1b861bc58a7cf12c52bf9a65ac61724bb19d4485922f9972b,pass,o018-open-solver-lab/ch07-ch09-simplex/verification-receipt.json,,,,
,verification_program,,,,,,,,,,,,,asset.o018.simplex.verifier,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,8229,5ed56bb1644e4ea29638073ea50fc68d645dde46854d10a9e904db60d8d15f31,pass,o018-open-solver-lab/ch07-ch09-simplex/verify_receipt.py,,,,
,python_tests,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.tests,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,2091,08aa1c98ab0fe2b27670c05382b5bb4c9ed2624665acb3293efdb8132cdc9894,pass,o018-open-solver-lab/ch01-shirt-ordering/test_model.py,,,,
,bibliography_bib,,,,,,,,,,,,,asset.r017.bibliography.book-references,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.content,,,,,,interlanguage.asset,0.1.0,4511,0b1a995acfcf281fb7f74ed7b052216dad441e5e63817d3556a759ba7d490789,,Intro-Math-Programming/baseText/book/references.bib,verified,,4488,57f0da09bc20a32be20d41039b7bdbd89e6d7a97b9579a534f00927adab6f6f2,pass,Intro-Math-Programming/baseText/book/references.bib,,,,
,external_bibliography_bib,,,,,,,,,,,,,asset.r017.bibliography.external-open-optimization,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.external.open-optimization-bibliography-caveat,,,,,,interlanguage.asset,0.1.0,,,,,verified_with_caveat,,283807,ad7251ddac3532af43613979aaede41acd6680a6077c9afd0ba40751666dc5d9,pass,open-optimization-bibliography/bib/references.bib,,,,
,bibliography_bib,,,,,,,,,,,,,asset.r017.bibliography.figure-source-metadata,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.content,,,,,,interlanguage.asset,0.1.0,141710,685d94b2a195fe88aac15d803d612beef0bc906a4c8278884271a6b48fb11fa6,,Intro-Math-Programming/baseText/optimization/figures/figures-source/00_METADATA.bib,verified,,141710,685d94b2a195fe88aac15d803d612beef0bc906a4c8278884271a6b48fb11fa6,pass,Intro-Math-Programming/baseText/optimization/figures/figures-source/00_METADATA.bib,,,,
,bibliography_bib,,,,,,,,,,,,,asset.r017.bibliography.id-source-corrections,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.content,,,,,,interlanguage.asset,0.1.0,,,,,built,,1453,d591f468a48535853b615ea1849f1beb38eedb2e28ca0abb2e2a961f6c707b33,pass,Intro-Math-Programming/baseText/book/preamble/id-ID-source-corrections.bib,,,,
,latex_build_dependency,,,,,,,,,,,,,asset.r017.build.accessibility,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,,,,,interlanguage.asset,0.1.0,1030,c7f9c7f6305c42e5b7235d2be571b949c7cbc6ea0eb4aed74e2158d51f71052b,,Intro-Math-Programming/baseText/book/preamble/preamble-accessibility.tex,built,,1305,8c722a967d797e0ac882a61be787efc89527780ac07db9e7d2dfce26b686d864,pass,Intro-Math-Programming/baseText/book/preamble/preamble-accessibility.tex,,,,
,latex_build_dependency,,,,,,,,,,,,,asset.r017.build.biblatex-preamble,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,,,,,interlanguage.asset,0.1.0,5894,7eeb06ea5cad3cfe0ef4de3a616127b2f1fac9bb7f1e82534bbd9b8c4ca3beb0,,Intro-Math-Programming/baseText/book/preamble/preamble0-biblatex.tex,built,,6390,937cccad8f1da4d109ccf1109160d3e284448ba4841f6aaacfe4ec447e33cf76,pass,Intro-Math-Programming/baseText/book/preamble/preamble0-biblatex.tex,,,,
,latex_build_dependency,,,,,,,,,,,,,asset.r017.build.optimization-preamble,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,,,,,interlanguage.asset,0.1.0,7660,39e306702c2a28b3b6d5c8ad15a86e8957a4ea4d2e972c9f6f998620f6a45afc,,Intro-Math-Programming/baseText/book/preamble/preamble-optimization.tex,built,,7718,fcbc112b153548f356754b6fd4ca3d2344599c58d75e08b9172459dfbbacd460,pass,Intro-Math-Programming/baseText/book/preamble/preamble-optimization.tex,,,,
,latex_build_dependency,,,,,,,,,,,,,asset.r017.build.packages,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,,,,,interlanguage.asset,0.1.0,36391,bbab34a2029649520a99ea70bb0b09ed8740c824bcb53b8d975d7ea8ffc03d89,,Intro-Math-Programming/baseText/packages-and-commands.tex,built,,37042,ca5258fa93b13919768cf2fee8032a5c9a63ad88f6160b8d26a2ea3861e0d7d5,pass,Intro-Math-Programming/baseText/packages-and-commands.tex,,,,
,localized_build_script,,,,,,,,,,,,,asset.r017.build.through-ch02,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,,,,,interlanguage.asset,0.1.0,,,,,built,,1014,f76226995d64ff8196a6edefb41064bb5dad71b4feb3e71a9c5ddc7ee08f7ad2,pass,Intro-Math-Programming/baseText/book/build-through-ch02-id.ps1,,,,
,localized_build_script,,,,,,,,,,,,,asset.r017.build.through-ch03,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,,,,,interlanguage.asset,0.1.0,,,,,built,,1014,49cf34e508227551fdf7e2c019f99eb609723f21e892fe158e023ffa7e1151b8,pass,Intro-Math-Programming/baseText/book/build-through-ch03-id.ps1,,,,
,deterministic_build_script,,,,,,,,,,,,,asset.r017.builder.through-ch05,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,1014,031d2b2e7def1d40f0a0ac97d77ab5991007d6a88c94bed94a8f110408e3f4bf,pass,Intro-Math-Programming/baseText/book/build-through-ch05-id.ps1,,,,
,deterministic_build_script,,,,,,,,,,,,,asset.r017.builder.through-ch06,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,1014,aee652e6f2cbfe56a7f5f945da2ccbe4e6764a43f812e75707b5ecfbbb96518e,pass,Intro-Math-Programming/baseText/book/build-through-ch06-id.ps1,,,,
,deterministic_build_script,,,,,,,,,,,,,asset.r017.builder.through-simplex,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3425,1cb697afeb5449bb8173ebca692d9cb9b61193762b8b968fd5ea6c829ee4416d,pass,Intro-Math-Programming/baseText/book/build-through-simplex-id.ps1,,,,
,localized_partial_backmatter,,,,,,,,,,,,,asset.r017.ch02.checkpoint-answers,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.content,,,,,,interlanguage.asset,0.1.0,,,,,built,,1143,0b4b3a25b31f7bb4372ef33bc250eac76f1216766f606c3481a50c308ea447f4,pass,Intro-Math-Programming/baseText/book/backmatter/checkpoint-answers-through-ch02-id.tex,,,,
,source_notebook,1195,8af36754a8b7e391e5b1eb93865d1bf28371a2d48981752074181e476e496ce3,"{""bytes"":null,""path"":""Intro-Math-Programming/baseText/optimization/optimization-examples/bakery_production_gurobi.ipynb"",""present"":false,""sha256"":null}","{""authority_witness_path"":""source/Intro-Math-Programming/baseText/optimization/optimization-examples/bakery_production_gurobi.ipynb"",""authority_witness_present"":false,""localized_derivative_path"":null,""localized_derivative_present"":false}",authority_original_pruned_from_target_and_current_public_source_package; frozen_authority_only,,false,,jupyter_notebook_json,,,,asset.r017.ch02.notebook.bakery-production.gurobi,"{""bytes"":null,""path"":null,""present"":false,""sha256"":null}",artifact.backend.machine-backend-evidence,,"{""disposition"":""no_item_level_o018_pyomo_highs_mapping"",""mapping_role"":""r017_authority_witness_only"",""mapping_unit_ids"":[],""pyomo_highs_applicability"":""not_mapped"",""runtime_dependency_ids"":[],""scope_note"":""The current O018 inventory does not claim a Pyomo+HiGHS replacement for this exact witness; it remains frozen R017 authority evidence only.""}",python_notebook_requiring_proprietary_gurobi_runtime_and_license,true,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,external_proprietary_runtime_not_shipped,,"[""Python"",""Jupyter"",""gurobipy/Gurobi""]","[""dependency.gurobi""]",interlanguage.asset,0.1.0,1195,8af36754a8b7e391e5b1eb93865d1bf28371a2d48981752074181e476e496ce3,,Intro-Math-Programming/baseText/optimization/optimization-examples/bakery_production_gurobi.ipynb,authority_frozen_target_pruned,,,,,,,,,optimization_notebook_gurobi
,source_notebook,1562,ac96d8a88ac4c8746300a809407f624e1e3c1938252f0aa6dd735b54a9e856ae,"{""bytes"":null,""path"":""Intro-Math-Programming/baseText/optimization/optimization-examples/bakery_production_pulp.ipynb"",""present"":false,""sha256"":null}","{""authority_witness_path"":""source/Intro-Math-Programming/baseText/optimization/optimization-examples/bakery_production_pulp.ipynb"",""authority_witness_present"":false,""localized_derivative_path"":null,""localized_derivative_present"":false}",authority_original_pruned_from_target_and_current_public_source_package; frozen_authority_only,,false,,jupyter_notebook_json,,,,asset.r017.ch02.notebook.bakery-production.pulp,"{""bytes"":null,""path"":null,""present"":false,""sha256"":null}",artifact.backend.machine-backend-evidence,,"{""disposition"":""no_item_level_o018_pyomo_highs_mapping"",""mapping_role"":""r017_authority_witness_only"",""mapping_unit_ids"":[],""pyomo_highs_applicability"":""not_mapped"",""runtime_dependency_ids"":[],""scope_note"":""The current O018 inventory does not claim a Pyomo+HiGHS replacement for this exact witness; it remains frozen R017 authority evidence only.""}",open_source_python_pulp_solver_workflow,false,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,external_runtime_not_frozen_or_shipped_for_this_witness,,"[""Python"",""Jupyter"",""PuLP"",""PuLP solver backend""]",[],interlanguage.asset,0.1.0,1562,ac96d8a88ac4c8746300a809407f624e1e3c1938252f0aa6dd735b54a9e856ae,,Intro-Math-Programming/baseText/optimization/optimization-examples/bakery_production_pulp.ipynb,authority_frozen_target_pruned,,,,,,,,,optimization_notebook_pulp
,source_notebook,3384,637cda37ae7d021c6f2a9bc7f08415fee2c5dbfcf8f8028c220ba087ebdb37e0,"{""bytes"":null,""path"":""Intro-Math-Programming/baseText/optimization/optimization-examples/diet_problem_next_gurobi.ipynb"",""present"":false,""sha256"":null}","{""authority_witness_path"":""source/Intro-Math-Programming/baseText/optimization/optimization-examples/diet_problem_next_gurobi.ipynb"",""authority_witness_present"":false,""localized_derivative_path"":null,""localized_derivative_present"":false}",authority_original_pruned_from_target_and_current_public_source_package; frozen_authority_only,,false,,jupyter_notebook_json,,,,asset.r017.ch02.notebook.diet-problem-next.gurobi,"{""bytes"":null,""path"":null,""present"":false,""sha256"":null}",artifact.backend.machine-backend-evidence,,"{""disposition"":""no_item_level_o018_pyomo_highs_mapping"",""mapping_role"":""r017_authority_witness_only"",""mapping_unit_ids"":[],""pyomo_highs_applicability"":""not_mapped"",""runtime_dependency_ids"":[],""scope_note"":""The current O018 inventory does not claim a Pyomo+HiGHS replacement for this exact witness; it remains frozen R017 authority evidence only.""}",python_notebook_requiring_proprietary_gurobi_runtime_and_license,true,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,external_proprietary_runtime_not_shipped,,"[""Python"",""Jupyter"",""gurobipy/Gurobi""]","[""dependency.gurobi""]",interlanguage.asset,0.1.0,3384,637cda37ae7d021c6f2a9bc7f08415fee2c5dbfcf8f8028c220ba087ebdb37e0,,Intro-Math-Programming/baseText/optimization/optimization-examples/diet_problem_next_gurobi.ipynb,authority_frozen_target_pruned,,,,,,,,,optimization_notebook_gurobi
,source_notebook,3086,07e7c2c6e92307a9aa84d37879119b247587ce741782d703748d428d7f6c372a,"{""bytes"":null,""path"":""Intro-Math-Programming/baseText/optimization/optimization-examples/diet_problem_next_pulp.ipynb"",""present"":false,""sha256"":null}","{""authority_witness_path"":""source/Intro-Math-Programming/baseText/optimization/optimization-examples/diet_problem_next_pulp.ipynb"",""authority_witness_present"":false,""localized_derivative_path"":null,""localized_derivative_present"":false}",authority_original_pruned_from_target_and_current_public_source_package; frozen_authority_only,,false,,jupyter_notebook_json,,,,asset.r017.ch02.notebook.diet-problem-next.pulp,"{""bytes"":null,""path"":null,""present"":false,""sha256"":null}",artifact.backend.machine-backend-evidence,,"{""disposition"":""no_item_level_o018_pyomo_highs_mapping"",""mapping_role"":""r017_authority_witness_only"",""mapping_unit_ids"":[],""pyomo_highs_applicability"":""not_mapped"",""runtime_dependency_ids"":[],""scope_note"":""The current O018 inventory does not claim a Pyomo+HiGHS replacement for this exact witness; it remains frozen R017 authority evidence only.""}",open_source_python_pulp_solver_workflow,false,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,external_runtime_not_frozen_or_shipped_for_this_witness,,"[""Python"",""Jupyter"",""PuLP"",""PuLP solver backend""]",[],interlanguage.asset,0.1.0,3086,07e7c2c6e92307a9aa84d37879119b247587ce741782d703748d428d7f6c372a,,Intro-Math-Programming/baseText/optimization/optimization-examples/diet_problem_next_pulp.ipynb,authority_frozen_target_pruned,,,,,,,,,optimization_notebook_pulp
